282.07,267.43,286.53,30.524,32.952
280.36,267.43,282.57,30.524,32.952
279.05,266.73,279.91,30.524,32.952
278.44,266.73,278.22,30.524,32.952
278.02,266.73,277.06,30.524,32.952
277.44,266.73,276.15,30.524,32.952
276.71,266.27,275.4,30.524,32.952
276.27,264.14,274.77,30.524,32.952
276.58,262.69,274.69,30.524,32.952
277.07,255.86,275.38,30.524,32.952
278.19,261.22,275.31,30.524,32.952
281.57,259.22,275.56,30.524,32.952
283.25,257.94,275.47,30.524,32.952
282.22,258.2,275.21,30.524,32.952
281.77,258.2,275.14,30.524,32.952
279.94,257.43,274.93,30.524,32.952
277.39,256.39,274.4,30.524,32.952
276,255.07,273.65,30.524,32.952
274.84,253.19,272.69,30.524,32.952
273.91,252.09,271.85,30.524,32.952
272.85,252.92,271,30.524,32.952
271.69,249.86,270.11,30.524,32.952
270.77,248.72,269.33,30.524,32.952
270.2,247.86,268.78,30.524,32.952
269.85,247.86,268.32,30.524,32.952
269.28,246.99,267.86,30.524,32.952
268.61,246.69,267.38,30.524,32.952
269.45,246.69,267.26,30.524,32.952
268.65,246.4,267.01,30.524,32.952
268.19,246.1,266.72,30.524,32.952
268.22,246.1,266.54,30.524,32.952
268.1,246.1,266.7,30.524,32.952
267.41,247.28,268.3,30.524,32.952
270.85,248.72,269.33,30.524,32.952
272.48,257.69,269.49,30.524,32.952
272.53,259.22,269.7,30.524,32.952
274.27,259.72,270.1,30.524,32.952
278.81,258.2,270.72,30.524,32.952
278.48,258.2,271.23,30.524,32.952
277.48,255.33,271.52,30.524,32.952
276.01,255.33,271.61,30.524,32.952
275.84,258.45,271.72,30.524,32.952
276.12,263.42,271.92,30.524,32.952
275.48,257.69,271.99,30.524,32.952
275.04,264.38,272.11,30.524,32.952
275.1,264.85,272.26,30.524,32.952
275.2,264.85,272.39,30.524,32.952
274.75,265.09,272.45,30.524,32.952
275.06,265.8,272.6,30.524,32.952
275.2,265.8,272.79,30.524,32.952
275.33,266.5,272.96,30.524,32.952
275.39,266.5,273.15,30.524,32.952
275.91,267.2,273.4,30.524,32.952
276.41,267.43,273.67,30.524,32.952
276.47,267.43,273.93,30.524,32.952
276.23,267.66,274.15,30.524,32.952
276.64,268.34,274.5,30.524,32.952
277.26,268.34,274.9,30.524,32.952
277.94,268.8,275.25,30.524,32.952
278.11,269.03,275.56,30.524,32.952
278.15,269.7,275.81,30.524,32.952
278.28,270.37,276.06,30.524,32.952
278.89,270.37,276.31,30.524,32.952
278.81,270.37,276.5,30.524,32.952
278.77,271.04,276.64,30.524,32.952
278.96,272.14,276.85,30.524,32.952
279.37,272.8,277.13,30.524,32.952
279.38,272.14,277.32,30.524,32.952
278.77,261.71,277.1,30.524,32.952
278.71,261.71,276.86,30.524,32.952
278.47,263.66,276.57,30.524,32.952
277.9,259.72,275.95,30.524,32.952
277.39,258.96,275.29,30.524,32.952
276.73,260.47,274.68,30.524,32.952
276.46,261.22,274.22,30.524,32.952
276.17,257.17,273.82,30.524,32.952
275.8,256.91,273.41,30.524,32.952
275.51,256.39,273.04,30.524,32.952
275.72,256.65,272.89,30.524,32.952
276.49,262.93,273.09,30.524,32.952
275.74,265.33,272.99,30.524,32.952
275.24,264.38,272.51,30.524,32.952
275.31,262.45,272.21,30.524,32.952
276.95,258.45,272.35,30.524,32.952
279.86,258.45,272.39,30.524,32.952
280.1,255.6,272.38,30.524,32.952
278.57,257.17,272.24,30.524,32.952
277.14,257.43,271.98,30.524,32.952
274.45,255.33,271.3,30.524,32.952
273.2,252.09,270.53,30.524,32.952
272.22,250.99,269.74,30.524,32.952
271.48,250.43,269.04,30.524,32.952
270.56,249.3,268.35,30.524,32.952
269.99,249.01,267.83,30.524,32.952
269.53,248.15,267.37,30.524,32.952
268.87,247.28,266.91,30.524,32.952
267.98,246.1,266.25,30.524,32.952
267.5,245.51,265.67,30.524,32.952
266.94,244.61,265.14,30.524,32.952
266.77,244.31,264.75,30.524,32.952
266.02,244.01,264.27,30.524,32.952
265.69,243.7,263.89,30.524,32.952
265.96,243.4,263.69,30.524,32.952
265.35,243.4,264.36,30.524,32.952
263.83,243.4,266.37,30.524,32.952
267,243.4,266.98,30.524,32.952
269.58,244.61,266.98,30.524,32.952
271.99,245.81,266.86,30.524,32.952
274.75,246.1,266.74,30.524,32.952
275.91,247.28,266.81,30.524,32.952
275.29,247.86,267.01,30.524,32.952
273.95,246.99,267.08,30.524,32.952
271.18,245.81,266.79,30.524,32.952
269.66,245.51,266.35,30.524,32.952
268.84,244.91,265.88,30.524,32.952
268.08,244.01,265.35,30.524,32.952
267.65,243.4,264.88,30.524,32.952
267.21,243.4,264.44,30.524,32.952
266.96,243.09,264.12,30.524,32.952
267.03,242.48,263.91,30.524,32.952
266.31,242.17,263.6,30.524,32.952
266.98,242.17,263.46,30.524,32.952
267.02,242.17,263.35,30.524,32.952
266.75,241.85,263.26,30.524,32.952
266.82,242.48,263.18,30.524,32.952
266.45,241.85,263.1,30.524,32.952
266.43,242.17,263.02,30.524,32.952
266.44,242.78,263.39,30.524,32.952
264.98,244.61,265.32,30.524,32.952
269.03,246.99,266.56,30.524,32.952
272.87,250.15,267.35,30.524,32.952
275.1,252.92,267.85,30.524,32.952
276.86,253.46,268.28,30.524,32.952
278.23,252.92,268.81,30.524,32.952
276.37,255.33,269.23,30.524,32.952
274.99,255.86,269.42,30.524,32.952
273.9,256.91,269.44,30.524,32.952
273.93,256.91,269.51,30.524,32.952
273.78,256.65,269.57,30.524,32.952
273.38,255.86,269.54,30.524,32.952
273.22,255.6,269.53,30.524,32.952
272.87,254.27,269.47,30.524,32.952
272.67,252.92,269.4,30.524,32.952
272.54,252.92,269.33,30.524,32.952
272.69,253.46,269.36,30.524,32.952
272.83,253.73,269.48,30.524,32.952
272.99,254,269.62,30.524,32.952
273.36,259.72,269.86,30.524,32.952
273.68,264.62,270.25,30.524,32.952
273.82,259.22,270.52,30.524,32.952
273.99,257.43,270.67,30.524,32.952
274.09,257.94,270.97,30.524,32.952
274.44,259.97,271.83,30.524,32.952
276.38,261.71,272.89,30.524,32.952
277.83,266.03,273.61,30.524,32.952
279.15,267.2,274.39,30.524,32.952
279.69,266.73,274.89,30.524,32.952
281.13,267.66,275.53,30.524,32.952
280.07,272.14,275.93,30.524,32.952
279.88,272.36,276.23,30.524,32.952
279.72,272.36,276.43,30.524,32.952
279.57,272.14,276.62,30.524,32.952
279.62,272.14,276.73,30.524,32.952
279.65,272.14,276.79,30.524,32.952
279.75,272.14,276.88,30.524,32.952
279.94,271.7,276.94,30.524,32.952
279.96,271.7,276.98,30.524,32.952
279.94,271.7,277.01,30.524,32.952
279.87,271.04,277.01,30.524,32.952
279.77,271.7,277.01,30.524,32.952
279.42,271.7,276.99,30.524,32.952
278.88,269.7,276.74,30.524,32.952
278.47,269.03,276.44,30.524,32.952
277.92,269.03,276.08,30.524,32.952
277.64,269.03,275.79,30.524,32.952
277.8,269.03,275.63,30.524,32.952
277.67,269.03,275.53,30.524,32.952
277.82,269.03,275.49,30.524,32.952
278.21,268.34,275.57,30.524,32.952
278.06,268.57,275.49,30.524,32.952
278.05,268.34,275.5,30.524,32.952
277.51,267.43,275.27,30.524,32.952
276.67,265.8,274.66,30.524,32.952
275.59,264.38,273.88,30.524,32.952
274.35,263.18,272.87,30.524,32.952
273.4,261.47,271.81,30.524,32.952
272.11,259.22,270.65,30.524,32.952
271.17,256.39,269.53,30.524,32.952
270.15,257.17,268.55,30.524,32.952
269.78,256.39,267.83,30.524,32.952
269.11,255.6,267.15,30.524,32.952
268.65,254.8,266.55,30.524,32.952
268.25,253.46,265.97,30.524,32.952
267.87,252.64,265.46,30.524,32.952
266.8,246.4,264.76,30.524,32.952
265.85,242.78,263.99,30.524,32.952
265.59,240.6,263.38,30.524,32.952
265.54,240.28,262.97,30.524,32.952
265.14,240.6,262.62,30.524,32.952
265.37,240.6,262.53,30.524,32.952
264.84,242.48,263.7,30.524,32.952
267.5,244.01,264.75,30.524,32.952
270.58,245.81,265.53,30.524,32.952
273.7,247.57,266.12,30.524,32.952
276.04,249.3,266.61,30.524,32.952
277.26,250.71,267.17,30.524,32.952
275.33,250.15,267.62,30.524,32.952
273.18,249.86,267.76,30.524,32.952
271.22,249.58,267.54,30.524,32.952
270.72,249.01,267.32,30.524,32.952
270.66,249.01,267.13,30.524,32.952
270.2,248.15,266.89,30.524,32.952
270.04,247.57,266.64,30.524,32.952
269.15,246.99,266.26,30.524,32.952
268.67,246.99,265.89,30.524,32.952
268.57,246.4,265.62,30.524,32.952
268.38,246.4,265.37,30.524,32.952
268.05,245.81,265.12,30.524,32.952
267.73,245.51,264.86,30.524,32.952
267.52,245.51,264.64,30.524,32.952
267.61,245.51,264.51,30.524,32.952
267.13,245.21,264.34,30.524,32.952
266.89,244.61,264.16,30.524,32.952
266.54,244.61,264.67,30.524,32.952
265.31,245.21,266.75,30.524,32.952
269.02,246.4,267.82,30.524,32.952
272.62,248.44,268.41,30.524,32.952
274.74,248.44,268.49,30.524,32.952
275.19,250.99,268.21,30.524,32.952
275.72,251.54,268.07,30.524,32.952
274.56,251.26,267.99,30.524,32.952
273.61,250.15,267.84,30.524,32.952
271.61,248.44,267.48,30.524,32.952
270.43,247.86,267.04,30.524,32.952
270.17,247.57,266.68,30.524,32.952
269.99,246.1,266.38,30.524,32.952
269.03,244.01,265.9,30.524,32.952
268.61,242.78,265.42,30.524,32.952
267.17,241.54,264.75,30.524,32.952
266.57,241.54,264.11,30.524,32.952
266.22,240.6,263.58,30.524,32.952
265.28,240.28,262.99,30.524,32.952
265.62,240.28,262.63,30.524,32.952
265.23,239.96,262.31,30.524,32.952
265.3,239.64,262.02,30.524,32.952
265.34,239.64,261.8,30.524,32.952
265.02,239.32,261.58,30.524,32.952
264.64,239.32,261.78,30.524,32.952
263.79,242.48,262.85,30.524,32.952
267.04,245.21,263.41,30.524,32.952
269.31,247.57,263.68,30.524,32.952
269.92,250.15,263.83,30.524,32.952
269.41,255.07,264.02,30.524,32.952
270.15,255.6,264.34,30.524,32.952
269.2,257.17,264.83,30.524,32.952
269.21,257.94,265.3,30.524,32.952
269.61,258.96,265.74,30.524,32.952
269.8,259.72,266.21,30.524,32.952
270.15,260.47,266.77,30.524,32.952
270.73,261.47,267.32,30.524,32.952
270.84,260.22,267.68,30.524,32.952
270.78,257.94,267.75,30.524,32.952
270.37,258.2,267.72,30.524,32.952
270.11,257.94,267.61,30.524,32.952
269.02,257.17,267.28,30.524,32.952
267.92,255.07,266.71,30.524,32.952
267.34,255.07,266.14,30.524,32.952
267,255.07,265.69,30.524,32.952
266.77,255.07,265.31,30.524,32.952
266.16,254.54,264.92,30.524,32.952
266.07,254.54,264.61,30.524,32.952
266,254.54,264.4,30.524,32.952
266.09,254.27,264.29,30.524,32.952
266.56,254.54,264.37,30.524,32.952
266.81,255.07,264.54,30.524,32.952
267.96,256.12,264.94,30.524,32.952
268.56,256.12,265.34,30.524,32.952
269.13,257.69,265.79,30.524,32.952
269.5,256.39,266.14,30.524,32.952
269.03,255.86,266.3,30.524,32.952
268.65,250.71,266.22,30.524,32.952
268.47,253.73,266.13,30.524,32.952
268.42,253.73,266.03,30.524,32.952
268.63,256.91,266.01,30.524,32.952
268.92,253.19,265.98,30.524,32.952
268.8,251.54,265.89,30.524,32.952
268.96,256.12,265.88,30.524,32.952
268.68,249.3,265.77,30.524,32.952
268.86,247.57,265.63,30.524,32.952
269,254,265.59,30.524,32.952
268.77,245.51,265.41,30.524,32.952
268.75,244.01,265.16,30.524,32.952
268.91,244.91,264.98,30.524,32.952
268.38,246.69,264.87,30.524,32.952
268.32,245.51,264.76,30.524,32.952
268.31,246.69,264.79,30.524,32.952
268.88,249.01,265.44,30.524,32.952
271.85,249.86,266.47,30.524,32.952
274.47,252.37,267.31,30.524,32.952
277.36,251.82,267.89,30.524,32.952
280.49,252.92,268.28,30.524,32.952
279.32,256.65,269.22,30.524,32.952
278.23,259.97,270.1,30.524,32.952
276.26,265.8,270.64,30.524,32.952
275.92,267.2,271.14,30.524,32.952
276.07,267.2,271.62,30.524,32.952
276.2,267.43,272.03,30.524,32.952
276.25,268.57,272.53,30.524,32.952
276.89,268.57,272.89,30.524,32.952
276.83,269.48,273.44,30.524,32.952
277.35,270.82,274.17,30.524,32.952
278.16,272.14,274.92,30.524,32.952
279.6,274.94,276.25,30.524,32.952
280.84,276.21,277.72,30.524,32.952
281.87,277.45,279.05,30.524,32.952
282.59,278.07,280,30.524,32.952
282.86,278.07,280.56,30.524,32.952
282.98,274.52,280.66,30.524,32.952
282.66,269.7,280.11,30.524,32.952
280.62,262.45,279.16,30.524,32.952
278.71,261.71,279.48,30.524,32.952
280.96,261.47,279.04,30.524,32.952
283.05,261.71,278.36,30.524,32.952
283.02,263.18,277.4,30.524,32.952
284.68,263.18,276.62,30.524,32.952
283.18,262.45,275.99,30.524,32.952
285.16,264.62,275.97,30.524,32.952
283.93,260.97,276,30.524,32.952
280.3,258.96,275.29,30.524,32.952
278.17,258.2,274.45,30.524,32.952
277.79,259.22,273.94,30.524,32.952
