4.123139696,4.193082665,,9.098152759,8.951636681,UTCI_Annual:0hr,10.05753425,Tair_Annual:0hr,,-5.177792059,-5.330283568,UTCI_January:0hr,-2.448387097,Tair_January:0hr,,-1.770875554,-1.948717097,UTCI_February:0hr,0.217857143,Tair_February:0hr,,1.444121126,1.273422519,UTCI_March:0hr,3.412903226,Tair_March:0hr,,6.053528982,5.895642174,UTCI_April:0hr,7.76,Tair_April:0hr,,13.80197294,13.64996649,UTCI_May:0hr,14.23870968,Tair_May:0hr,,18.15767254,18.06469319,UTCI_June:0hr,17.77666667,Tair_June:0hr,,22.06943601,21.92498688,UTCI_July:0hr,21.81290323,Tair_July:0hr,,20.73174835,20.61451207,UTCI_August:0hr,20.15483871,Tair_August:0hr,,17.29814938,17.14494141,UTCI_September:0hr,17.31333333,Tair_September:0hr,,10.26979891,10.11306195,UTCI_October:0hr,10.90967742,Tair_October:0hr,,5.893888218,5.737680497,UTCI_November:0hr,6.76,Tair_November:0hr,,-0.290475617,-0.419126049,UTCI_December:0hr,2.132258065,Tair_December:0hr,,,,0,0%,0,0%,above +46: extreme heat stress
3.550819422,3.567080267,,8.912139845,8.76713004,UTCI_Annual:1hr,9.802465753,Tair_Annual:1hr,,-4.780368665,-4.9288733,UTCI_January:1hr,-2.5,Tair_January:1hr,,-2.562226688,-2.736008999,UTCI_February:1hr,-0.35,Tair_February:1hr,,0.910211852,0.741861061,UTCI_March:1hr,2.916129032,Tair_March:1hr,,6.005040304,5.852061625,UTCI_April:1hr,7.656666667,Tair_April:1hr,,13.06508752,12.91317962,UTCI_May:1hr,13.56774194,Tair_May:1hr,,17.72193953,17.62731978,UTCI_June:1hr,17.42,Tair_June:1hr,,21.66062667,21.52244992,UTCI_July:1hr,21.43225806,Tair_July:1hr,,20.76568395,20.65041696,UTCI_August:1hr,20.00645161,Tair_August:1hr,,16.94127793,16.78532987,UTCI_September:1hr,16.92,Tair_September:1hr,,10.53741134,10.38461387,UTCI_October:1hr,11.04516129,Tair_October:1hr,,6.16458094,6.00961842,UTCI_November:1hr,6.683333333,Tair_November:1hr,,-0.233225909,-0.368137623,UTCI_December:1hr,2.15483871,Tair_December:1hr,,,,0,0%,0,0%,+38 to +46: very strong heat stress
2.05438511,2.035668376,,8.705097484,8.561263256,UTCI_Annual:2hr,9.586575342,Tair_Annual:2hr,,-5.123864781,-5.275241374,UTCI_January:2hr,-2.687096774,Tair_January:2hr,,-2.686803549,-2.86024449,UTCI_February:2hr,-0.55,Tair_February:2hr,,0.646241009,0.480182087,UTCI_March:2hr,2.680645161,Tair_March:2hr,,6.104210179,5.949966828,UTCI_April:2hr,7.45,Tair_April:2hr,,12.53854319,12.38967601,UTCI_May:2hr,13.27419355,Tair_May:2hr,,17.48065022,17.38845649,UTCI_June:2hr,17.23666667,Tair_June:2hr,,21.54672125,21.40925709,UTCI_July:2hr,21.16774194,Tair_July:2hr,,20.61989916,20.50800309,UTCI_August:2hr,19.81612903,Tair_August:2hr,,16.86263035,16.70796201,UTCI_September:2hr,16.63333333,Tair_September:2hr,,10.48734178,10.33770029,UTCI_October:2hr,10.84193548,Tair_October:2hr,,5.611108717,5.458642244,UTCI_November:2hr,6.473333333,Tair_November:2hr,,-0.365426871,-0.501283422,UTCI_December:2hr,2.025806452,Tair_December:2hr,,,,25,0%,22,0%,+32 to +38: strong heat stress
1.9750017,1.925439162,,8.495207287,8.353389873,UTCI_Annual:3hr,9.369589041,Tair_Annual:3hr,,-4.980349652,-5.134981995,UTCI_January:3hr,-2.780645161,Tair_January:3hr,,-2.94546175,-3.116605811,UTCI_February:3hr,-0.814285714,Tair_February:3hr,,0.367940178,0.203704214,UTCI_March:3hr,2.490322581,Tair_March:3hr,,5.879151739,5.729539881,UTCI_April:3hr,7.343333333,Tair_April:3hr,,12.43148065,12.28428873,UTCI_May:3hr,13.01290323,Tair_May:3hr,,17.36564679,17.27360257,UTCI_June:3hr,17.10666667,Tair_June:3hr,,21.40250381,21.26983118,UTCI_July:3hr,20.86129032,Tair_July:3hr,,20.31709647,20.20636184,UTCI_August:3hr,19.57096774,Tair_August:3hr,,16.39479397,16.23939243,UTCI_September:3hr,16.24666667,Tair_September:3hr,,10.08083698,9.941681185,UTCI_October:3hr,10.64516129,Tair_October:3hr,,5.45050486,5.299028311,UTCI_November:3hr,6.233333333,Tair_November:3hr,,-0.570454636,-0.706195781,UTCI_December:3hr,1.838709677,Tair_December:3hr,,,,374,4%,359,4%,+26 to +32: moderate heat stress
1.596550766,1.527728642,,8.330779801,8.18979527,UTCI_Annual:4hr,9.187671233,Tair_Annual:4hr,,-5.059665505,-5.215679902,UTCI_January:4hr,-2.829032258,Tair_January:4hr,,-3.08974225,-3.260679456,UTCI_February:4hr,-0.996428571,Tair_February:4hr,,0.508072825,0.339426221,UTCI_March:4hr,2.341935484,Tair_March:4hr,,5.522248943,5.37528427,UTCI_April:4hr,7.066666667,Tair_April:4hr,,12.32845355,12.18292237,UTCI_May:4hr,12.80322581,Tair_May:4hr,,17.16566264,17.07451101,UTCI_June:4hr,17.02,Tair_June:4hr,,21.16246733,21.03423504,UTCI_July:4hr,20.64516129,Tair_July:4hr,,20.0523863,19.94269659,UTCI_August:4hr,19.34193548,Tair_August:4hr,,16.17099608,16.01899226,UTCI_September:4hr,15.93666667,Tair_September:4hr,,10.08450542,9.944003572,UTCI_October:4hr,10.51935484,Tair_October:4hr,,5.330582925,5.179933141,UTCI_November:4hr,6.013333333,Tair_November:4hr,,-0.961294345,-1.094936853,UTCI_December:4hr,1.703225806,Tair_December:4hr,,,,4370,50%,4349,50%,+9 to +26: no thermal stress
0.439406162,0.36283506,,8.37295326,8.229261079,UTCI_Annual:5hr,9.277260274,Tair_Annual:5hr,,-5.652231719,-5.805224799,UTCI_January:5hr,-2.877419355,Tair_January:5hr,,-3.434535264,-3.604657678,UTCI_February:5hr,-0.975,Tair_February:5hr,,0.588685503,0.418962016,UTCI_March:5hr,2.335483871,Tair_March:5hr,,5.602358439,5.452904404,UTCI_April:5hr,7.246666667,Tair_April:5hr,,12.4745708,12.32144764,UTCI_May:5hr,13.03548387,Tair_May:5hr,,17.4595026,17.35405923,UTCI_June:5hr,17.22,Tair_June:5hr,,21.42864435,21.29423603,UTCI_July:5hr,20.96451613,Tair_July:5hr,,20.2464904,20.13440546,UTCI_August:5hr,19.53548387,Tair_August:5hr,,16.10321469,15.95386619,UTCI_September:5hr,15.84,Tair_September:5hr,,9.911623229,9.770872558,UTCI_October:5hr,10.49032258,Tair_October:5hr,,5.562298717,5.408944156,UTCI_November:5hr,6.013333333,Tair_November:5hr,,-0.595405344,-0.730908927,UTCI_December:5hr,1.803225806,Tair_December:5hr,,,,2408,27%,2411,28%,+0 to +9: slight cold stress
-1.098131167,-1.174920806,,8.684688782,8.534067732,UTCI_Annual:6hr,9.549863014,Tair_Annual:6hr,,-5.39753115,-5.555097035,UTCI_January:6hr,-2.951612903,Tair_January:6hr,,-3.587909973,-3.756903365,UTCI_February:6hr,-1.035714286,Tair_February:6hr,,0.819289453,0.64239549,UTCI_March:6hr,2.44516129,Tair_March:6hr,,6.1751845,6.015798819,UTCI_April:6hr,7.793333333,Tair_April:6hr,,12.80263867,12.63997704,UTCI_May:6hr,13.40967742,Tair_May:6hr,,17.88327816,17.76328081,UTCI_June:6hr,17.7,Tair_June:6hr,,22.16617205,22.02124205,UTCI_July:6hr,21.7,Tair_July:6hr,,20.71229157,20.58876082,UTCI_August:6hr,20.16451613,Tair_August:6hr,,16.60154703,16.44230804,UTCI_September:6hr,16.27666667,Tair_September:6hr,,9.962014981,9.816805947,UTCI_October:6hr,10.71935484,Tair_October:6hr,,5.42590188,5.274445178,UTCI_November:6hr,5.853333333,Tair_November:6hr,,-0.168245336,-0.307212343,UTCI_December:6hr,1.803225806,Tair_December:6hr,,,,1459,17%,1489,17%,-13.0 to 0: moderate cold stress
-2.001982172,-2.092472205,,9.088649322,8.926926641,UTCI_Annual:7hr,10.14328767,Tair_Annual:7hr,,-5.674808674,-5.833737388,UTCI_January:7hr,-3.029032258,Tair_January:7hr,,-3.512266127,-3.686474321,UTCI_February:7hr,-0.85,Tair_February:7hr,,1.090367761,0.901770665,UTCI_March:7hr,3.067741935,Tair_March:7hr,,6.975584092,6.799352007,UTCI_April:7hr,8.656666667,Tair_April:7hr,,13.53037056,13.35139393,UTCI_May:7hr,14.23870968,Tair_May:7hr,,18.56037067,18.42298467,UTCI_June:7hr,18.51333333,Tair_June:7hr,,22.87160838,22.71115491,UTCI_July:7hr,22.6483871,Tair_July:7hr,,21.4905609,21.34956508,UTCI_August:7hr,21.20322581,Tair_August:7hr,,17.02338112,16.85506107,UTCI_September:7hr,17.17333333,Tair_September:7hr,,10.59932409,10.43707961,UTCI_October:7hr,11.46129032,Tair_October:7hr,,5.454602442,5.300074372,UTCI_November:7hr,5.976666667,Tair_November:7hr,,-0.188639004,-0.329312557,UTCI_December:7hr,1.909677419,Tair_December:7hr,,,,118,1%,124,1%,-13 to -27: strong cold stress
-0.055734733,-0.178167168,,9.817347925,9.64007754,UTCI_Annual:8hr,10.98328767,Tair_Annual:8hr,,-5.622167151,-5.789195185,UTCI_January:8hr,-2.870967742,Tair_January:8hr,,-3.045844763,-3.230447401,UTCI_February:8hr,-0.521428571,Tair_February:8hr,,2.018543044,1.810183343,UTCI_March:8hr,4.235483871,Tair_March:8hr,,7.844175356,7.654106543,UTCI_April:8hr,9.636666667,Tair_April:8hr,,14.45430753,14.25830185,UTCI_May:8hr,15.2483871,Tair_May:8hr,,19.29898222,19.14910668,UTCI_June:8hr,19.46333333,Tair_June:8hr,,23.81878278,23.64519792,UTCI_July:8hr,23.80645161,Tair_July:8hr,,22.35771859,22.19941159,UTCI_August:8hr,22.38064516,Tair_August:8hr,,18.23113955,18.04030827,UTCI_September:8hr,18.41666667,Tair_September:8hr,,11.53360512,11.35123295,UTCI_October:8hr,12.45483871,Tair_October:8hr,,5.777240393,5.609605856,UTCI_November:8hr,6.443333333,Tair_November:8hr,,0.280162366,0.121222669,UTCI_December:8hr,2.316129032,Tair_December:8hr,,,,6,0%,6,0%,-27 to -40: very strong cold stress
-1.787896202,-1.95556852,,10.47949549,10.28667999,UTCI_Annual:9hr,11.86547945,Tair_Annual:9hr,,-4.800537843,-4.991757225,UTCI_January:9hr,-2.35483871,Tair_January:9hr,,-2.721518562,-2.921610493,UTCI_February:9hr,0.128571429,Tair_February:9hr,,2.897631439,2.674238103,UTCI_March:9hr,5.312903226,Tair_March:9hr,,8.351357247,8.147132231,UTCI_April:9hr,10.41666667,Tair_April:9hr,,15.18204238,14.97358866,UTCI_May:9hr,16.28064516,Tair_May:9hr,,19.85445103,19.69184576,UTCI_June:9hr,20.21333333,Tair_June:9hr,,24.64459688,24.44879227,UTCI_July:9hr,24.94193548,Tair_July:9hr,,23.26384703,23.08586345,UTCI_August:9hr,23.37419355,Tair_August:9hr,,19.11732952,18.91266806,UTCI_September:9hr,19.53333333,Tair_September:9hr,,12.2680526,12.07253726,UTCI_October:9hr,13.56451613,Tair_October:9hr,,6.005848902,5.829166868,UTCI_November:9hr,7.143333333,Tair_November:9hr,,0.781424731,0.608314954,UTCI_December:9hr,3.012903226,Tair_December:9hr,,,,0,0%,0,0%,below -40: extreme cold stress
0.156080114,-0.003389701,,11.1197571,10.91538102,UTCI_Annual:10hr,12.67534247,Tair_Annual:10hr,,-4.115798411,-4.320950702,UTCI_January:10hr,-1.522580645,Tair_January:10hr,,-2.086106394,-2.301416079,UTCI_February:10hr,0.942857143,Tair_February:10hr,,3.692994857,3.453230946,UTCI_March:10hr,6.264516129,Tair_March:10hr,,9.003758982,8.78674265,UTCI_April:10hr,11.01666667,Tair_April:10hr,,15.61195377,15.40064427,UTCI_May:10hr,17.00322581,Tair_May:10hr,,20.26681278,20.09943705,UTCI_June:10hr,20.93,Tair_June:10hr,,25.33058435,25.12491745,UTCI_July:10hr,25.88709677,Tair_July:10hr,,23.69775974,23.50787657,UTCI_August:10hr,24.08064516,Tair_August:10hr,,19.68911178,19.47647575,UTCI_September:10hr,20.59333333,Tair_September:10hr,,13.04359233,12.83065698,UTCI_October:10hr,14.50967742,Tair_October:10hr,,6.76085174,6.568749281,UTCI_November:10hr,7.873333333,Tair_November:10hr,,1.626212119,1.442707773,UTCI_December:10hr,3.703225806,Tair_December:10hr,,,,,,,,
